ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	geneSymbols	geneID	RichFactor	FoldEnrichment	zScore
MF	GO:0102805	codeine O-demethylase activity	2/519	23/17556	0.147077694635132	0.640535498463011	0.624912681427328	2	MtrunA17Chr7g0239111/MtrunA17Chr5g0420901	MtrunA17_Chr7g0239111/MtrunA17_Chr5g0420901	0.0869565217391304	2.94144257351093	1.6261023770842
MF	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2/519	24/17556	0.157467313660483	0.640535498463011	0.624912681427328	2	MtrunA17Chr1g0170571/MtrunA17Chr1g0170581	MtrunA17_Chr1g0170571/MtrunA17_Chr1g0170581	0.0833333333333333	2.81888246628131	1.55625966086395
MF	GO:0005488	binding	2/519	24/17556	0.157467313660483	0.640535498463011	0.624912681427328	2	MtrunA17Chr8g0357531/MtrunA17Chr6g0463031	MtrunA17_Chr8g0357531/MtrunA17_Chr6g0463031	0.0833333333333333	2.81888246628131	1.55625966086395
MF	GO:0004478	methionine adenosyltransferase activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtrunA17Chr4g0069201	MtrunA17_Chr4g0069201	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0004792	thiosulfate sulfurtransferase activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtrunA17Chr5g0405631	MtrunA17_Chr5g0405631	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0008506	sucrose:proton symporter activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtSUT1.4	MtrunA17_Chr6g0462451	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0010295	(+)-abscisic acid 8'-hydroxylase activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtCYP707A107	MtrunA17_Chr4g0044851	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0010329	auxin efflux transmembrane transporter activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtPIN9	MtrunA17_Chr7g0249141	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0038199	ethylene receptor activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtETR3	MtrunA17_Chr1g0168161	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0047927	gibberellin-44 dioxygenase activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtGA20ox5	MtrunA17_Chr3g0130391	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0050474	(S)-norcoclaurine synthase activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtrunA17Chr7g0239111	MtrunA17_Chr7g0239111	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0051538	3 iron, 4 sulfur cluster binding	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0157851	MtrunA17_Chr1g0157851	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0051740	ethylene binding	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtETR3	MtrunA17_Chr1g0168161	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0070330	aromatase activity	1/519	6/17556	0.1647932391868	0.640535498463011	0.624912681427328	1	MtCYP86A93	MtrunA17_Chr8g0387001	0.166666666666667	5.63776493256262	1.98304847871196
MF	GO:0005384	manganese ion transmembrane transporter activity	2/519	25/17556	0.16798895563985	0.640535498463011	0.624912681427328	2	MtrunA17Chr4g0050831/MtrunA17Chr6g0479471	MtrunA17_Chr4g0050831/MtrunA17_Chr6g0479471	0.08	2.70612716763006	1.48992906443299
MF	GO:0010333	terpene synthase activity	2/519	27/17556	0.189361826604653	0.640535498463011	0.624912681427328	2	MtrunA17Chr8g0370481/MtrunA17Chr6g0471761	MtrunA17_Chr8g0370481/MtrunA17_Chr6g0471761	0.0740740740740741	2.50567330336116	1.36653763177217
MF	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1/519	7/17556	0.189492516045037	0.640535498463011	0.624912681427328	1	MtrunA17Chr5g0438521	MtrunA17_Chr5g0438521	0.142857142857143	4.83236994219653	1.77001844638943
MF	GO:0004398	histidine decarboxylase activity	1/519	7/17556	0.189492516045037	0.640535498463011	0.624912681427328	1	MtrunA17Chr6g0479481	MtrunA17_Chr6g0479481	0.142857142857143	4.83236994219653	1.77001844638943
MF	GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity	1/519	7/17556	0.189492516045037	0.640535498463011	0.624912681427328	1	MtrunA17Chr6g0476561	MtrunA17_Chr6g0476561	0.142857142857143	4.83236994219653	1.77001844638943
MF	GO:0015144	carbohydrate transmembrane transporter activity	1/519	7/17556	0.189492516045037	0.640535498463011	0.624912681427328	1	MtPMT3_1|MtPLT3.3	MtrunA17_Chr5g0403831	0.142857142857143	4.83236994219653	1.77001844638943
MF	GO:0016707	gibberellin 3-beta-dioxygenase activity	1/519	7/17556	0.189492516045037	0.640535498463011	0.624912681427328	1	MtGAOL11	MtrunA17_Chr5g0407731	0.142857142857143	4.83236994219653	1.77001844638943
MF	GO:0019139	cytokinin dehydrogenase activity	1/519	7/17556	0.189492516045037	0.640535498463011	0.624912681427328	1	MtCKX6	MtrunA17_Chr3g0091141	0.142857142857143	4.83236994219653	1.77001844638943
MF	GO:0042910	xenobiotic transmembrane transporter activity	3/519	51/17556	0.190995739564295	0.640535498463011	0.624912681427328	3	MtrunA17Chr6g0476561/MtMATE54/MtrunA17Chr3g0102931	MtrunA17_Chr6g0476561/MtrunA17_Chr3g0140931/MtrunA17_Chr3g0102931	0.0588235294117647	1.98979938796328	1.23548860877256
MF	GO:0004185	serine-type carboxypeptidase activity	3/519	52/17556	0.198572075215561	0.640535498463011	0.624912681427328	3	MtrunA17Chr1g0171851/MtrunA17Chr7g0216291/MtrunA17Chr4g0047861	MtrunA17_Chr1g0171851/MtrunA17_Chr7g0216291/MtrunA17_Chr4g0047861	0.0576923076923077	1.95153401511783	1.19934705077197
MF	GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	3/519	53/17556	0.206219187969528	0.640535498463011	0.624912681427328	3	MtBG44/MtrunA17Chr4g0026321/MtrunA17Chr1g0193131	MtrunA17_Chr4g0062771/MtrunA17_Chr4g0026321/MtrunA17_Chr1g0193131	0.0566037735849057	1.91471261860617	1.16400244570316
MF	GO:0004332	fructose-bisphosphate aldolase activity	1/519	8/17556	0.213462735668527	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0179211	MtrunA17_Chr1g0179211	0.125	4.22832369942197	1.59402742492902
MF	GO:0005337	nucleoside transmembrane transporter activity	1/519	8/17556	0.213462735668527	0.640535498463011	0.624912681427328	1	MtrunA17Chr4g0020391	MtrunA17_Chr4g0020391	0.125	4.22832369942197	1.59402742492902
MF	GO:0005366	myo-inositol:proton symporter activity	1/519	8/17556	0.213462735668527	0.640535498463011	0.624912681427328	1	MtrunA17Chr8g0376611	MtrunA17_Chr8g0376611	0.125	4.22832369942197	1.59402742492902
MF	GO:0015098	molybdate ion transmembrane transporter activity	1/519	8/17556	0.213462735668527	0.640535498463011	0.624912681427328	1	MtMOT1.3	MtrunA17_Chr3g0105081	0.125	4.22832369942197	1.59402742492902
MF	GO:0030151	molybdenum ion binding	1/519	8/17556	0.213462735668527	0.640535498463011	0.624912681427328	1	MtrunA17Chr2g0296871	MtrunA17_Chr2g0296871	0.125	4.22832369942197	1.59402742492902
MF	GO:0033883	pyridoxal phosphatase activity	1/519	8/17556	0.213462735668527	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0193721	MtrunA17_Chr1g0193721	0.125	4.22832369942197	1.59402742492902
MF	GO:0004134	4-alpha-glucanotransferase activity	1/519	9/17556	0.236725377575755	0.640535498463011	0.624912681427328	1	MtrunA17Chr3g0129201	MtrunA17_Chr3g0129201	0.111111111111111	3.75850995504175	1.44471408337285
MF	GO:0008519	ammonium channel activity	1/519	9/17556	0.236725377575755	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0189971	MtrunA17_Chr1g0189971	0.111111111111111	3.75850995504175	1.44471408337285
MF	GO:0015112	nitrate transmembrane transporter activity	1/519	9/17556	0.236725377575755	0.640535498463011	0.624912681427328	1	MtNRT2.1	MtrunA17_Chr4g0028551	0.111111111111111	3.75850995504175	1.44471408337285
MF	GO:0097159	organic cyclic compound binding	1/519	9/17556	0.236725377575755	0.640535498463011	0.624912681427328	1	MtrunA17Chr3g0083241	MtrunA17_Chr3g0083241	0.111111111111111	3.75850995504175	1.44471408337285
MF	GO:1901363	heterocyclic compound binding	1/519	9/17556	0.236725377575755	0.640535498463011	0.624912681427328	1	MtrunA17Chr3g0083241	MtrunA17_Chr3g0083241	0.111111111111111	3.75850995504175	1.44471408337285
MF	GO:0000976	transcription cis-regulatory region binding	5/519	112/17556	0.237073976808207	0.640535498463011	0.624912681427328	5	MtrunA17Chr7g0243651/MtrunA17Chr4g0054291/MtrunA17Chr5g0400901/MtrunA17Chr3g0141881/MtrunA17Chr2g0324891	MtrunA17_Chr7g0243651/MtrunA17_Chr4g0054291/MtrunA17_Chr5g0400901/MtrunA17_Chr3g0141881/MtrunA17_Chr2g0324891	0.0446428571428571	1.51011560693642	0.945240056310018
MF	GO:0004497	monooxygenase activity	5/519	112/17556	0.237073976808207	0.640535498463011	0.624912681427328	5	MtCYP71D428/MtCYP729A5/MtCYP71D429/MtrunA17Chr1g0211151/MtCYP83G2	MtrunA17_Chr3g0101821/MtrunA17_Chr3g0089351/MtrunA17_Chr3g0101831/MtrunA17_Chr1g0211151/MtrunA17_Chr5g0431511	0.0446428571428571	1.51011560693642	0.945240056310018
MF	GO:0031490	chromatin DNA binding	2/519	32/17556	0.244028492934399	0.640535498463011	0.624912681427328	2	MtHAC1/MtJMJ12	MtrunA17_Chr1g0169961/MtrunA17_Chr1g0211711	0.0625	2.11416184971098	1.10101740557081
MF	GO:0004402	histone acetyltransferase activity	2/519	33/17556	0.255069255813809	0.640535498463011	0.624912681427328	2	MtHAC1/MtrunA17Chr5g0401281	MtrunA17_Chr1g0169961/MtrunA17_Chr5g0401281	0.0606060606060606	2.05009633911368	1.05382723443747
MF	GO:0008265	molybdenum cofactor sulfurtransferase activity	1/519	10/17556	0.259301289642671	0.640535498463011	0.624912681427328	1	MtrunA17Chr2g0296871	MtrunA17_Chr2g0296871	0.1	3.38265895953757	1.31540762781331
MF	GO:0052658	inositol-1,4,5-trisphosphate 5-phosphatase activity	1/519	10/17556	0.259301289642671	0.640535498463011	0.624912681427328	1	MtrunA17Chr4g0054951	MtrunA17_Chr4g0054951	0.1	3.38265895953757	1.31540762781331
MF	GO:0052659	inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity	1/519	10/17556	0.259301289642671	0.640535498463011	0.624912681427328	1	MtrunA17Chr4g0054951	MtrunA17_Chr4g0054951	0.1	3.38265895953757	1.31540762781331
MF	GO:1990757	ubiquitin ligase activator activity	1/519	10/17556	0.259301289642671	0.640535498463011	0.624912681427328	1	MtrunA17Chr7g0233651	MtrunA17_Chr7g0233651	0.1	3.38265895953757	1.31540762781331
MF	GO:0004190	aspartic-type endopeptidase activity	4/519	88/17556	0.262758205386898	0.640535498463011	0.624912681427328	4	MtrunA17Chr3g0080971/MtrunA17Chr4g0027911/MtrunA17Chr6g0475051/MtrunA17Chr6g0475041	MtrunA17_Chr3g0080971/MtrunA17_Chr4g0027911/MtrunA17_Chr6g0475051/MtrunA17_Chr6g0475041	0.0454545454545455	1.53757225433526	0.882356570440376
MF	GO:0005509	calcium ion binding	9/519	238/17556	0.272776191163151	0.640535498463011	0.624912681427328	9	MtrunA17Chr3g0084011/MtCAML4/MtCAML6/MtCAML5/MtCAML3/MtrunA17Chr5g0425971/MtCaML2/MtrunA17Chr1g0157251/MtrunA17Chr3g0100511	MtrunA17_Chr3g0084011/MtrunA17_Chr3g0100471/MtrunA17_Chr3g0100461/MtrunA17_Chr3g0100501/MtrunA17_Chr3g0100541/MtrunA17_Chr5g0425971/MtrunA17_Chr3g0100561/MtrunA17_Chr1g0157251/MtrunA17_Chr3g0100511	0.0378151260504202	1.27915674940496	0.756789813227399
MF	GO:0004527	exonuclease activity	2/519	35/17556	0.277167904763931	0.640535498463011	0.624912681427328	2	MtrunA17Chr6g0450511/MtrunA17Chr6g0463031	MtrunA17_Chr6g0450511/MtrunA17_Chr6g0463031	0.0571428571428571	1.93294797687861	0.964271961375995
MF	GO:0004124	cysteine synthase activity	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0205381	MtrunA17_Chr1g0205381	0.0909090909090909	3.07514450867052	1.20158787106844
MF	GO:0004356	glutamine synthetase activity	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtGS1a	MtrunA17_Chr6g0479141	0.0909090909090909	3.07514450867052	1.20158787106844
MF	GO:0004630	phospholipase D activity	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtPLD14	MtrunA17_Chr2g0295411	0.0909090909090909	3.07514450867052	1.20158787106844
MF	GO:0008773	[protein-PII] uridylyltransferase activity	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtrunA17Chr4g0054261	MtrunA17_Chr4g0054261	0.0909090909090909	3.07514450867052	1.20158787106844
MF	GO:0009044	xylan 1,4-beta-xylosidase activity	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtrunA17Chr5g0425531	MtrunA17_Chr5g0425531	0.0909090909090909	3.07514450867052	1.20158787106844
MF	GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtPLD14	MtrunA17_Chr2g0295411	0.0909090909090909	3.07514450867052	1.20158787106844
MF	GO:0070628	proteasome binding	1/519	11/17556	0.281210706642298	0.640535498463011	0.624912681427328	1	MtrunA17Chr3g0119361	MtrunA17_Chr3g0119361	0.0909090909090909	3.07514450867052	1.20158787106844
BP	GO:0006897	endocytosis	1/256	41/14453	0.519894568533221	0.646257831718379	0.589061828381939	1	MtrunA17Chr1g0146151	MtrunA17_Chr1g0146151	0.024390243902439	1.37700076219512	0.324606863110843
BP	GO:0006099	tricarboxylic acid cycle	1/256	42/14453	0.528422669452975	0.647860670082757	0.590522810131299	1	MtrunA17Chr2g0315891	MtrunA17_Chr2g0315891	0.0238095238095238	1.3442150297619	0.299980540595169
BP	GO:0009408	response to heat	1/256	42/14453	0.528422669452975	0.647860670082757	0.590522810131299	1	MtrunA17Chr6g0475981	MtrunA17_Chr6g0475981	0.0238095238095238	1.3442150297619	0.299980540595169
CC	GO:0110165	cellular anatomical entity	1/181	15/11396	0.213610104275235	0.648200956090286	0.63471329849722	1	MtNodGRP1D	MtrunA17_Chr5g0429601	0.0666666666666667	4.19742173112339	1.57417189165589
CC	GO:0005852	eukaryotic translation initiation factor 3 complex	1/181	16/11396	0.226116612589635	0.648200956090286	0.63471329849722	1	MtrunA17Chr2g0303821	MtrunA17_Chr2g0303821	0.0625	3.93508287292818	1.49247148302055
BP	GO:0009733	response to auxin	1/256	44/14453	0.54502882166818	0.659190264044623	0.600849696718121	1	MtMYB006	MtrunA17_Chr4g0060721	0.0227272727272727	1.28311434659091	0.252555576874395
BP	GO:0016042	lipid catabolic process	1/256	44/14453	0.54502882166818	0.659190264044623	0.600849696718121	1	MtrunA17Chr6g0462831	MtrunA17_Chr6g0462831	0.0227272727272727	1.28311434659091	0.252555576874395
BP	GO:0009734	auxin-activated signaling pathway	3/256	162/14453	0.549879650424775	0.660593674000233	0.602128900147228	3	MtrunA17Chr5g0437961/MtrunA17Chr4g0036891/MtrunA17Chr8g0335261	MtrunA17_Chr5g0437961/MtrunA17_Chr4g0036891/MtrunA17_Chr8g0335261	0.0185185185185185	1.0455005787037	0.078203967382491
MF	GO:0004017	adenylate kinase activity	1/519	12/17556	0.302473268241195	0.666742150424139	0.650480146755258	1	MtrunA17Chr4g0057771	MtrunA17_Chr4g0057771	0.0833333333333333	2.81888246628131	1.10006534703599
MF	GO:0010997	anaphase-promoting complex binding	1/519	12/17556	0.302473268241195	0.666742150424139	0.650480146755258	1	MtrunA17Chr7g0233651	MtrunA17_Chr7g0233651	0.0833333333333333	2.81888246628131	1.10006534703599
MF	GO:0016207	4-coumarate-CoA ligase activity	1/519	12/17556	0.302473268241195	0.666742150424139	0.650480146755258	1	MtrunA17Chr3g0102411	MtrunA17_Chr3g0102411	0.0833333333333333	2.81888246628131	1.10006534703599
MF	GO:0003993	acid phosphatase activity	2/519	39/17556	0.321169169039605	0.669927334268581	0.65358764318886	2	MtrunA17Chr8g0393271/MtrunA17Chr6g0453731	MtrunA17_Chr8g0393271/MtrunA17_Chr6g0453731	0.0512820512820513	1.73469690232696	0.801674706384665
MF	GO:0005315	phosphate transmembrane transporter activity	1/519	13/17556	0.32310803646867	0.669927334268581	0.65358764318886	1	MtPT12	MtrunA17_Chr7g0261231	0.0769230769230769	2.60204535349044	1.00851435736462
MF	GO:0008199	ferric iron binding	1/519	13/17556	0.32310803646867	0.669927334268581	0.65358764318886	1	MtrunA17Chr8g0393271	MtrunA17_Chr8g0393271	0.0769230769230769	2.60204535349044	1.00851435736462
MF	GO:0016405	CoA-ligase activity	1/519	13/17556	0.32310803646867	0.669927334268581	0.65358764318886	1	MtrunA17Chr5g0409771	MtrunA17_Chr5g0409771	0.0769230769230769	2.60204535349044	1.00851435736462
MF	GO:0016798	hydrolase activity, acting on glycosyl bonds	1/519	13/17556	0.32310803646867	0.669927334268581	0.65358764318886	1	MtrunA17Chr2g0286751	MtrunA17_Chr2g0286751	0.0769230769230769	2.60204535349044	1.00851435736462
MF	GO:0004806	triacylglycerol lipase activity	2/519	40/17556	0.332079900857813	0.669927334268581	0.65358764318886	2	MtrunA17Chr3g0085231/MtrunA17Chr6g0462831	MtrunA17_Chr3g0085231/MtrunA17_Chr6g0462831	0.05	1.69132947976879	0.763985538795054
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	4/519	99/17556	0.336016918417871	0.669927334268581	0.65358764318886	4	MtCYP71D428/MtCYP729A5/MtCYP71D429/MtCYP83G2	MtrunA17_Chr3g0101821/MtrunA17_Chr3g0089351/MtrunA17_Chr3g0101831/MtrunA17_Chr5g0431511	0.0404040404040404	1.36673089274245	0.638657212527022
MF	GO:0030170	pyridoxal phosphate binding	4/519	99/17556	0.336016918417871	0.669927334268581	0.65358764318886	4	MtrunA17Chr1g0205381/MtrunA17Chr1g0149721/MtrunA17Chr2g0296871/MtrunA17Chr6g0479481	MtrunA17_Chr1g0205381/MtrunA17_Chr1g0149721/MtrunA17_Chr2g0296871/MtrunA17_Chr6g0479481	0.0404040404040404	1.36673089274245	0.638657212527022
MF	GO:0004298	threonine-type endopeptidase activity	1/519	14/17556	0.343133512674151	0.669927334268581	0.65358764318886	1	MtrunA17Chr8g0349621	MtrunA17_Chr8g0349621	0.0714285714285714	2.41618497109827	0.925192236526905
MF	GO:0008553	P-type proton-exporting transporter activity	1/519	14/17556	0.343133512674151	0.669927334268581	0.65358764318886	1	MtAHA8	MtrunA17_Chr1g0148031	0.0714285714285714	2.41618497109827	0.925192236526905
MF	GO:0032454	histone H3K9 demethylase activity	1/519	14/17556	0.343133512674151	0.669927334268581	0.65358764318886	1	MtJMJ12	MtrunA17_Chr1g0211711	0.0714285714285714	2.41618497109827	0.925192236526905
MF	GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	1/519	14/17556	0.343133512674151	0.669927334268581	0.65358764318886	1	MtrunA17Chr4g0054951	MtrunA17_Chr4g0054951	0.0714285714285714	2.41618497109827	0.925192236526905
BP	GO:0008152	metabolic process	1/256	48/14453	0.576513787697011	0.683417006607715	0.62293229064508	1	MtrunA17Chr2g0286751	MtrunA17_Chr2g0286751	0.0208333333333333	1.17618815104167	0.164182306802266
BP	GO:0009873	ethylene-activated signaling pathway	1/256	48/14453	0.576513787697011	0.683417006607715	0.62293229064508	1	MtETR3	MtrunA17_Chr1g0168161	0.0208333333333333	1.17618815104167	0.164182306802266
BP	GO:0009416	response to light stimulus	1/256	49/14453	0.584039818266228	0.687783733352992	0.626912547307932	1	MtGA20ox5	MtrunA17_Chr3g0130391	0.0204081632653061	1.15218431122449	0.143288730399177
BP	GO:0043086	negative regulation of catalytic activity	1/256	50/14453	0.591432612387572	0.69193750076716	0.630698692260569	1	MtrunA17Chr6g0464741	MtrunA17_Chr6g0464741	0.02	1.129140625	0.122830741527041
MF	GO:0008408	3'-5' exonuclease activity	1/519	15/17556	0.362567653987691	0.694638963247446	0.677696549509703	1	MtrunA17Chr1g0192551	MtrunA17_Chr1g0192551	0.0666666666666667	2.25510597302505	0.848762895603268
MF	GO:0016018	cyclosporin A binding	1/519	15/17556	0.362567653987691	0.694638963247446	0.677696549509703	1	MtrunA17Chr1g0193711	MtrunA17_Chr1g0193711	0.0666666666666667	2.25510597302505	0.848762895603268
MF	GO:0008422	beta-glucosidase activity	2/519	44/17556	0.375154198226827	0.695823014773426	0.678851721730172	2	MtrunA17Chr8g0352881/MtrunA17Chr4g0033231	MtrunA17_Chr8g0352881/MtrunA17_Chr4g0033231	0.0454545454545455	1.53757225433526	0.623136001924036
MF	GO:0000155	phosphorelay sensor kinase activity	1/519	16/17556	0.381427889298128	0.695823014773426	0.678851721730172	1	MtETR3	MtrunA17_Chr1g0168161	0.0625	2.11416184971098	0.778181701733628
MF	GO:0004445	inositol-polyphosphate 5-phosphatase activity	1/519	16/17556	0.381427889298128	0.695823014773426	0.678851721730172	1	MtrunA17Chr4g0054951	MtrunA17_Chr4g0054951	0.0625	2.11416184971098	0.778181701733628
MF	GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	1/519	16/17556	0.381427889298128	0.695823014773426	0.678851721730172	1	MtrunA17Chr7g0256301	MtrunA17_Chr7g0256301	0.0625	2.11416184971098	0.778181701733628
MF	GO:0035673	oligopeptide transmembrane transporter activity	1/519	16/17556	0.381427889298128	0.695823014773426	0.678851721730172	1	MtrunA17Chr1g0146591	MtrunA17_Chr1g0146591	0.0625	2.11416184971098	0.778181701733628
MF	GO:0005506	iron ion binding	9/519	267/17556	0.39216128019878	0.695823014773426	0.678851721730172	9	MtCYP86A93/MtCYP71D428/MtCYP707A107/MtCYP729A5/MtCYP71D429/MtrunA17Chr1g0157851/MtrunA17Chr4g0041841/MtCYP83G2/MtCYP93A77	MtrunA17_Chr8g0387001/MtrunA17_Chr3g0101821/MtrunA17_Chr4g0044851/MtrunA17_Chr3g0089351/MtrunA17_Chr3g0101831/MtrunA17_Chr1g0157851/MtrunA17_Chr4g0041841/MtrunA17_Chr5g0431511/MtrunA17_Chr8g0362701	0.0337078651685393	1.14022212119244	0.402971897403938
MF	GO:0003872	6-phosphofructokinase activity	1/519	17/17556	0.399731134763025	0.695823014773426	0.678851721730172	1	MtrunA17Chr2g0330871	MtrunA17_Chr2g0330871	0.0588235294117647	1.98979938796328	0.712617956864408
MF	GO:0004722	protein serine/threonine phosphatase activity	1/519	17/17556	0.399731134763025	0.695823014773426	0.678851721730172	1	MtrunA17Chr2g0295991	MtrunA17_Chr2g0295991	0.0588235294117647	1.98979938796328	0.712617956864408
MF	GO:0005200	structural constituent of cytoskeleton	1/519	17/17556	0.399731134763025	0.695823014773426	0.678851721730172	1	MtrunA17Chr4g0008361	MtrunA17_Chr4g0008361	0.0588235294117647	1.98979938796328	0.712617956864408
MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	1/519	17/17556	0.399731134763025	0.695823014773426	0.678851721730172	1	MtHAC1	MtrunA17_Chr1g0169961	0.0588235294117647	1.98979938796328	0.712617956864408
MF	GO:0003682	chromatin binding	4/519	111/17556	0.416663899644882	0.695823014773426	0.678851721730172	4	MtrunA17Chr2g0309201/MtrunA17Chr2g0306841/MtrunA17Chr6g0487691/MtrunA17Chr6g0487861	MtrunA17_Chr2g0309201/MtrunA17_Chr2g0306841/MtrunA17_Chr6g0487691/MtrunA17_Chr6g0487861	0.036036036036036	1.21897620163516	0.403934041507234
MF	GO:0004467	long-chain fatty acid-CoA ligase activity	1/519	18/17556	0.417493808864056	0.695823014773426	0.678851721730172	1	MtrunA17Chr3g0102411	MtrunA17_Chr3g0102411	0.0555555555555556	1.87925497752087	0.651401252633194
MF	GO:0004499	N,N-dimethylaniline monooxygenase activity	1/519	18/17556	0.417493808864056	0.695823014773426	0.678851721730172	1	MtrunA17Chr7g0262471	MtrunA17_Chr7g0262471	0.0555555555555556	1.87925497752087	0.651401252633194
MF	GO:0004535	poly(A)-specific ribonuclease activity	1/519	18/17556	0.417493808864056	0.695823014773426	0.678851721730172	1	MtNCR489	MtrunA17_Chr7g0234011	0.0555555555555556	1.87925497752087	0.651401252633194
MF	GO:0015035	protein-disulfide reductase activity	1/519	18/17556	0.417493808864056	0.695823014773426	0.678851721730172	1	TRX	MtrunA17_Chr5g0415771	0.0555555555555556	1.87925497752087	0.651401252633194
MF	GO:0016656	monodehydroascorbate reductase (NADH) activity	1/519	18/17556	0.417493808864056	0.695823014773426	0.678851721730172	1	TRX	MtrunA17_Chr5g0415771	0.0555555555555556	1.87925497752087	0.651401252633194
MF	GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	1/519	19/17556	0.434731847021175	0.701732508971189	0.684617081923111	1	MtrunA17Chr4g0054951	MtrunA17_Chr4g0054951	0.0526315789473684	1.78034682080925	0.593983456094965
MF	GO:0031369	translation initiation factor binding	1/519	19/17556	0.434731847021175	0.701732508971189	0.684617081923111	1	MtrunA17Chr2g0303821	MtrunA17_Chr2g0303821	0.0526315789473684	1.78034682080925	0.593983456094965
MF	GO:0031418	L-ascorbic acid binding	1/519	19/17556	0.434731847021175	0.701732508971189	0.684617081923111	1	MtrunA17Chr3g0092581	MtrunA17_Chr3g0092581	0.0526315789473684	1.78034682080925	0.593983456094965
MF	GO:0046556	alpha-L-arabinofuranosidase activity	1/519	19/17556	0.434731847021175	0.701732508971189	0.684617081923111	1	MtrunA17Chr5g0425531	MtrunA17_Chr5g0425531	0.0526315789473684	1.78034682080925	0.593983456094965
BP	GO:0035556	intracellular signal transduction	2/256	115/14453	0.607454943452002	0.706067758947456	0.643578374812442	2	MtrunA17Chr1g0190131/MtrunA17Chr7g0218511	MtrunA17_Chr1g0190131/MtrunA17_Chr7g0218511	0.0173913043478261	0.981861413043478	-0.0262236869296612
MF	GO:0008198	ferrous iron binding	1/519	20/17556	0.451460715778432	0.710506557893457	0.693177129652154	1	MtrunA17Chr8g0393271	MtrunA17_Chr8g0393271	0.05	1.69132947976879	0.539911204278282
MF	GO:0031593	polyubiquitin modification-dependent protein binding	1/519	20/17556	0.451460715778432	0.710506557893457	0.693177129652154	1	MtrunA17Chr3g0119361	MtrunA17_Chr3g0119361	0.05	1.69132947976879	0.539911204278282
MF	GO:0050897	cobalt ion binding	1/519	20/17556	0.451460715778432	0.710506557893457	0.693177129652154	1	MtrunA17Chr4g0060261	MtrunA17_Chr4g0060261	0.05	1.69132947976879	0.539911204278282
MF	GO:0016829	lyase activity	3/519	84/17556	0.454031019922161	0.710506557893457	0.693177129652154	3	MtrunA17Chr1g0205381/MtrunA17Chr3g0102021/MtrunA17Chr4g0003581	MtrunA17_Chr1g0205381/MtrunA17_Chr3g0102021/MtrunA17_Chr4g0003581	0.0357142857142857	1.20809248554913	0.333666237589673
